date,Pizza
2021-09-14,0.49636902163778346
2021-09-15,0.3722767662283323
2021-09-16,0.27920757467124624
2021-09-17,2.55315568100349
2021-09-18,7.227366760752703
2021-09-19,8.88927507056455
2021-09-20,9.125289636256747
2021-09-21,24.093967227192675
2021-09-22,18.07047542039447
2021-09-23,13.552856565295832
2021-09-24,10.164642423971863
2021-09-25,7.623481817978891
2021-09-26,5.717611363484164
2021-09-27,4.288208522613121
2021-09-28,3.2161563919598395
2021-09-29,2.412117293969879
2021-09-30,1.809087970477409
2021-10-01,3.0859826445247243
2021-10-02,6.199903650060211
2021-10-03,7.785344404211825
2021-10-04,8.797341636492202
2021-10-05,6.598006227369152
2021-10-06,4.948504670526863
2021-10-07,3.711378502895147
2021-10-08,3.5335338771713602
2021-10-09,4.754317074545187
2021-10-10,6.607404472575558
2021-10-11,5.476386687765001
2021-10-12,4.10729001582375
2021-10-13,3.0804675118678126
2021-10-14,2.310350633900859
2021-10-15,1.7327629754256442
2021-10-16,1.299572231569233
2021-10-17,0.9746791736769247
2021-10-18,0.7310093802576935
2021-10-19,3.0274237018599375
2021-10-20,3.9476511097282865
2021-10-21,5.502404998962882
2021-10-22,6.814303749222161
2021-10-23,10.516977811916622
2021-10-24,11.8148166922708
2021-10-25,10.986112519203099
2021-10-26,10.489584389402323
2021-10-27,10.408854958718408
2021-10-28,8.910807885705472
2021-10-29,8.891439247612437
2021-10-30,9.376912769042661
2021-10-31,10.011851243448662
2021-11-01,9.258888432586497
2021-11-02,6.944166324439872
2021-11-03,5.208124743329904
2021-11-04,3.9060935574974276
2021-11-05,2.92957016812307
2021-11-06,2.1971776260923024
2021-11-07,1.6478832195692268
2021-11-08,1.23591241467692
2021-11-09,0.92693431100769
2021-11-10,0.6952007332557674
2021-11-11,0.5214005499418255
2021-11-12,0.3910504124563691
2021-11-13,0.29328780934227683
2021-11-14,0.21996585700670762
2021-11-15,0.1649743927550307
2021-11-16,0.12373079456627302
2021-11-17,0.09279809592470475
2021-11-18,0.06959857194352856
2021-11-19,0.05219892895764642
2021-11-20,0.03914919671823481
2021-11-21,0.029361897538676105
2021-11-22,0.022021423154007076
2021-11-23,1.8602660673655058
2021-11-24,3.009782883857463
2021-11-25,4.486503829559764
2021-11-26,4.9377945388364894
2021-11-27,6.640845904127367
2021-11-28,7.0848010947621916
2021-11-29,6.730267487738311
2021-11-30,6.247700615803733
2021-12-01,6.9045254618528
2021-12-02,7.688810763056267
2021-12-03,6.287441405625533
2021-12-04,4.715581054219149
2021-12-05,3.536685790664362
2021-12-06,2.652514342998271
2021-12-07,1.9893857572487033
2021-12-08,1.4920393179365272
2021-12-09,1.1190294884523952
2021-12-10,0.8392721163392964
2021-12-11,0.6294540872544723
2021-12-12,0.47209056544085415
2021-12-13,0.3540679240806406
2021-12-14,0.26555094306048044
2021-12-15,0.19916320729536033
2021-12-16,0.14937240547152023
2021-12-17,0.11202930410364016
2021-12-18,0.08402197807773011
2021-12-19,0.06301648355829757
2021-12-20,0.047262362668723176
2021-12-21,0.03544677200154238
2021-12-22,0.026585079001156784
2021-12-23,0.019938809250867585
2021-12-24,0.014954106938150687
2021-12-25,0.011215580203613015
2021-12-26,0.00841168515270976
2021-12-27,0.00630876386453232
2021-12-28,0.004731572898399239
2021-12-29,0.0035486796737994293
2021-12-30,0.002661509755349572
2021-12-31,0.0019961323165121787
2022-01-01,0.001497099237384134
2022-01-02,0.0011228244280381003
2022-01-03,0.0008421183210285752
2022-01-04,1.656881588740772
2022-01-05,2.0134945248889125
2022-01-06,2.426787560333351
2022-01-07,2.4034240035833463
2022-01-08,2.7088180026875097
2022-01-09,3.0316135020156327
2022-01-10,2.9820434598450576
2022-01-11,3.0465325948837934
2022-01-12,3.941149446162845
2022-01-13,5.9037787512888
2022-01-14,5.000750730133267
2022-01-15,3.75056304759995
2022-01-16,2.812922285699962
2022-01-17,2.1096917142749714
2022-01-18,1.5822687857062285
2022-01-19,1.1867015892796713
2022-01-20,0.8900261919597534
2022-01-21,0.667519643969815
2022-01-22,0.5006397329773612
2022-01-23,0.37547979973302087
2022-01-24,0.2816098497997656
2022-01-25,0.2112073873498242
2022-01-26,0.15840554051236813
2022-01-27,0.11880415538427609
2022-01-28,2.474519783204874
2022-01-29,9.168389837403657
2022-01-30,11.053375711386076
2022-01-31,10.77961511687289
2022-02-01,8.084711337654667
2022-02-02,6.0635335032410005
2022-02-03,4.5476501274307495
2022-02-04,4.389904262239729
2022-02-05,6.365344863346464
2022-02-06,6.326091980843182
2022-02-07,6.6091523189657195
2022-02-08,4.956864239224289
2022-02-09,3.7176481794182163
2022-02-10,2.788236134563662
2022-02-11,4.247427100922747
2022-02-12,10.508486992358728
2022-02-13,14.110531910935714
2022-02-14,14.666232266535118
2022-02-15,15.739674199901339
2022-02-16,15.669338983259339
2022-02-17,14.741587570777838
2022-02-18,11.837440678083377
2022-02-19,8.878080508562531
2022-02-20,6.658560381421898
2022-02-21,4.993920286066423
2022-02-22,3.7454402145498173
2022-02-23,2.809080160912363
2022-02-24,2.1068101206842718
2022-02-25,1.5801075905132038
2022-02-26,1.1850806928849027
2022-02-27,0.888810519663677
2022-02-28,0.6666078897477576
2022-03-01,0.4999559173108182
2022-03-02,0.3749669379831136
2022-03-03,0.28122520348733515
2022-03-04,0.21091890261550136
2022-03-05,0.15818917696162602
2022-03-06,0.1186418827212195
2022-03-07,0.08898141204091461
2022-03-08,1.7646527256973532
2022-03-09,4.406822877606349
2022-03-10,6.700950491538096
2022-03-11,6.150712868653573
2022-03-12,4.613034651490179
2022-03-13,3.459775988617634
2022-03-14,2.5948319914632254
2022-03-15,1.9461239935974188
2022-03-16,1.459592995198064
2022-03-17,1.094694746398548
2022-03-18,3.8522710597989116
2022-03-19,9.285036628182517
2022-03-20,11.82836080447022
2022-03-21,11.027520603352665
2022-03-22,8.270640452514497
2022-03-23,6.2029803393858725
2022-03-24,4.652235254539404
2022-03-25,3.489176440904553
2022-03-26,2.6168823306784144
2022-03-27,1.9626617480088107
2022-03-28,1.4719963110066079
2022-03-29,1.103997233254956
2022-03-30,0.8279979249412169
2022-03-31,0.6209984437059126
2022-04-01,0.46574883277943446
2022-04-02,0.3493116245845758
2022-04-03,0.2619837184384318
2022-04-04,0.19648778882882387
2022-04-05,2.574449174954952
2022-04-06,3.8266702145495475
2022-04-07,5.713752660912161
2022-04-08,8.483231162350789
2022-04-09,11.602006705096423
2022-04-10,12.409838362155652
2022-04-11,11.974045438283405
2022-04-12,12.090534078712555
2022-04-13,11.609567225701081
2022-04-14,11.061342085942476
2022-04-15,11.650173231123523
2022-04-16,11.591796590009308
2022-04-17,11.47509744250698
2022-04-18,10.543823081880234
2022-04-19,7.9078673114101745
2022-04-20,5.93090048355763
2022-04-21,4.448175362668222
2022-04-22,3.3361315220011662
2022-04-23,2.5020986415008744
2022-04-24,1.8765739811256557
2022-04-25,1.4074304858442415
2022-04-26,1.055572864383181
2022-04-27,0.7916796482873857
2022-04-28,0.5937597362155392
2022-04-29,0.4453198021616544
2022-04-30,0.33398985162124073
2022-05-01,0.25049238871593055
2022-05-02,0.1878692915369479
2022-05-03,1.776318635319378
2022-05-04,4.134322309822868
2022-05-05,7.204908399033819
2022-05-06,6.643264632608697
2022-05-07,4.982448474456523
2022-05-08,3.736836355842392
2022-05-09,2.8026272668817933
2022-05-10,4.291970450161345
2022-05-11,4.937727837621009
2022-05-12,5.328295878215756
2022-05-13,6.298305241995151
2022-05-14,4.723728931496363
2022-05-15,3.542796698622272
2022-05-16,2.6570975239667036
2022-05-17,1.9928231429750276
2022-05-18,1.4946173572312704
2022-05-19,1.1209630179234527
2022-05-20,2.4969722634425895
2022-05-21,5.5081458642486085
2022-05-22,7.766526064853123
2022-05-23,8.095727881973175
2022-05-24,7.571795911479882
2022-05-25,5.67884693360991
2022-05-26,4.2591352002074325
2022-05-27,5.058934733488908
2022-05-28,8.190034383450014
2022-05-29,9.632109120920843
2022-05-30,10.088665174023966
2022-05-31,7.566498880517973
2022-06-01,5.674874160388479
2022-06-02,4.256155620291359
2022-06-03,3.1921167152185195
2022-06-04,2.394087536413889
2022-06-05,1.7955656523104169
2022-06-06,1.3466742392328124
2022-06-07,4.7287556794246095
2022-06-08,5.78615009290179
2022-06-09,7.829195903009676
2022-06-10,6.726063593923924
2022-06-11,5.044547695442943
2022-06-12,3.783410771582207
2022-06-13,2.837558078686655
2022-06-14,2.1281685590149912
2022-06-15,1.5961264192612434
2022-06-16,1.1970948144459324
2022-06-17,4.5436544441677835
2022-06-18,12.668157499792507
2022-06-19,14.792784791511046
2022-06-20,16.52167192696662
2022-06-21,12.391253945224964
2022-06-22,9.293440458918722
2022-06-23,6.970080344189041
2022-06-24,8.987976924808448
2022-06-25,13.54306602693967
2022-06-26,17.303132853538084
2022-06-27,15.831516306820228
2022-06-28,13.903637230115171
2022-06-29,11.979811255919712
2022-06-30,9.911941775273117
2022-07-01,9.454789664788171
2022-07-02,10.111925581924462
2022-07-03,9.083944186443345
2022-07-04,8.187958139832508
2022-07-05,6.970968604874381
2022-07-06,5.228226453655785
2022-07-07,3.9211698402418387
2022-07-08,4.617960713514712
2022-07-09,8.192637201802702
2022-07-10,10.82156123468536
2022-07-11,10.83492092601402
2022-07-12,9.556190694510514
2022-07-13,10.583809687549552
2022-07-14,10.35452393232883
2022-07-15,12.328392949246624
2022-07-16,13.058794711934969
2022-07-17,13.450346033951227
2022-07-18,12.08775952546342
2022-07-19,9.065819644097564
2022-07-20,6.799364733073173
2022-07-21,5.0995235498048785
2022-07-22,6.595475995686993
2022-07-23,12.09244033009858
2022-07-24,13.485996914240602
2022-07-25,14.874914352347119
2022-07-26,13.61618576426034
2022-07-27,12.29547265652859
2022-07-28,11.502854492396441
2022-07-29,9.84589086929733
2022-07-30,7.384418151972997
2022-07-31,5.538313613979747
2022-08-01,4.153735210484809
2022-08-02,3.115301407863607
2022-08-03,2.336476055897705
2022-08-04,1.7523570419232786
2022-08-05,1.3142677814424588
2022-08-06,0.985700836081844
2022-08-07,0.739275627061383
2022-08-08,0.5544567202960372
2022-08-09,0.4158425402220279
2022-08-10,0.31188190516652087
2022-08-11,0.23391142887489064
2022-08-12,2.477516904989502
2022-08-13,5.660221012075461
2022-08-14,9.099332425723263
2022-08-15,9.636999319292448
2022-08-16,11.277749489469334
2022-08-17,11.010395450435334
2022-08-18,12.132796587826501
2022-08-19,12.453764107536543
2022-08-20,13.194489747319073
2022-08-21,13.26045064382264
2022-08-22,13.403671316200315
2022-08-23,11.532753487150236
2022-08-24,8.649565115362677
2022-08-25,6.4871738365220075
2022-08-26,4.865380377391505
2022-08-27,3.6490352830436286
2022-08-28,2.736776462282721
2022-08-29,2.0525823467120405
2022-08-30,1.5394367600340304
2022-08-31,1.1545775700255227
2022-09-01,0.865933177519142
2022-09-02,2.461949883139357
2022-09-03,5.981879079021185
2022-09-04,8.39265930926589
2022-09-05,8.62782781528275
2022-09-06,8.320870861462062
2022-09-07,8.41773647942988
2022-09-08,7.729969026239077
2022-09-09,8.922476769679308
2022-09-10,10.837690910592814
2022-09-11,10.836601516277943
2022-09-12,9.39828447054179
2022-09-13,10.258713352906343
2022-09-14,9.90236834801309
2022-09-15,10.38510959434315
2022-09-16,11.11174886242403
2022-09-17,13.760894980151356
2022-09-18,13.841504568446851
2022-09-19,12.808211759668472
2022-09-20,10.476158819751353
2022-09-21,10.02378578148018
2022-09-22,8.924089336110134
2022-09-23,8.932650335415934
2022-09-24,10.470321084895284
2022-09-25,10.477740813671462
2022-09-26,9.795805610253597
2022-09-27,8.226854207690197
2022-09-28,7.00347398910098
2022-09-29,6.210938825159069
2022-09-30,6.8144541188693015
2022-10-01,8.496257255818643
2022-10-02,8.268026275197315
2022-10-03,7.430186373064653
2022-10-04,8.49263977979849
2022-10-05,8.7028131681822
2022-10-06,8.21460987613665
2022-10-07,9.11929074043582
2022-10-08,10.120718055326865
2022-10-09,10.736371874828482
2022-10-10,10.937695572788027
2022-10-11,13.023271679591021
2022-10-12,11.444537093026598
2022-10-13,10.947986153103281
2022-10-14,11.46098961482746
2022-10-15,12.981158877787262
2022-10-16,12.975452491673781
2022-10-17,11.179506035422001
2022-10-18,11.504629526566502
2022-10-19,10.690972144924876
2022-10-20,9.966145775360323
2022-10-21,9.641275998186908
2022-10-22,11.616373665306847
2022-10-23,11.399780248980134
2022-10-24,11.1748351867351
2022-10-25,10.671126390051326
2022-10-26,10.23251145920516
2022-10-27,8.736883594403869
2022-10-28,8.719329362469567
2022-10-29,11.424913688518842
2022-10-30,11.172851933055798
2022-10-31,10.952555616458513
2022-11-01,9.484416712343883
2022-11-02,8.196645867591245
2022-11-03,6.7620677340267665
2022-11-04,6.498634133853408
2022-11-05,7.3218922670567235
2022-11-06,6.481002533625876
2022-11-07,5.517001900219406
2022-11-08,7.1977514251645545
2022-11-09,9.523313568873416
2022-11-10,9.298735176655063
2022-11-11,9.755301382491297
2022-11-12,11.722726036868472
2022-11-13,11.385794527651354
2022-11-14,10.31017922907185
2022-11-15,9.502634421803887
2022-11-16,9.074892483019582
2022-11-17,8.472836028931352
2022-11-18,9.36504368836518
2022-11-19,11.065449432940552
2022-11-20,10.77825374137208
2022-11-21,10.427440306029059
2022-11-22,7.820580229521793
2022-11-23,5.8654351721413445
2022-11-24,4.399076379106008
2022-11-25,3.299307284329506
2022-11-26,2.4744804632471293
2022-11-27,1.855860347435347
2022-11-28,1.39189526057651
2022-11-29,4.543921445432383
2022-11-30,7.126691084074288
2022-12-01,8.095018313055716
