date,Viaggi
2021-08-22,2.8360960325222973
2021-08-23,2.1270720243690344
2021-08-24,2.845304018294013
2021-08-25,3.342311347062789
2021-08-26,3.850483510303952
2021-08-27,4.575362632735303
2021-08-28,4.587771974551572
2021-08-29,5.878328980921029
2021-08-30,7.158746735696241
2021-08-31,7.119060051772053
2021-09-01,6.297628372160399
2021-09-02,6.535721279120728
2021-09-03,5.755957626006159
2021-09-04,4.316968219503162
2021-09-05,3.2377261646265505
2021-09-06,2.4282946234694514
2021-09-07,1.821220967601829
2021-09-08,1.3659157257012255
2021-09-09,1.024436794275837
2021-09-10,1.632910929040321
2021-09-11,2.7871831967803966
2021-09-12,5.527887397585576
2021-09-13,5.177165548189155
2021-09-14,3.8828741611417925
2021-09-15,2.9121556208563026
2021-09-16,2.184116715642203
2021-09-17,1.8255875367316436
2021-09-18,2.5879406525487463
2021-09-19,2.795122156078229
2021-09-20,3.513008283725346
2021-09-21,5.9447562127940285
2021-09-22,6.12523382626219
2021-09-23,6.6460087030299775
2021-09-24,5.5886731939391465
2021-09-25,6.566504895454362
2021-09-26,8.029045338257442
2021-09-27,8.209284003693082
2021-09-28,6.1569630027698095
2021-09-29,4.617722252077356
2021-09-30,3.4632916890580163
2021-10-01,2.7953854334601784
2021-10-02,3.523622408428467
2021-10-03,4.403133472988017
2021-10-04,4.166933438074346
2021-10-05,3.9752000785557593
2021-10-06,2.9814000589168193
2021-10-07,2.236050044187614
2021-10-08,2.1457875331407106
2021-10-09,3.786423983188867
2021-10-10,4.579401320724983
2021-10-11,5.0491343238770705
2021-10-12,5.986850742907802
2021-10-13,5.563054723847518
2021-10-14,5.411874376218972
2021-10-15,5.475572448830896
2021-10-16,5.294179336623172
2021-10-17,5.064384502467378
2021-10-18,5.392038376850533
2021-10-19,4.044028782637899
2021-10-20,3.0330215869784243
2021-10-21,2.274766190233818
2021-10-22,1.9873246426753635
2021-10-23,2.9279934820065225
2021-10-24,3.9876617781715593
2021-10-25,4.39699633362867
2021-10-26,4.867747250221503
2021-10-27,4.23414377099946
2021-10-28,4.2901911615829285
2021-10-29,4.988476704520529
2021-10-30,5.095524195057064
2021-10-31,4.217476479626131
2021-11-01,4.236024026386265
2021-11-02,3.1770180197896987
2021-11-03,2.382763514842274
2021-11-04,1.7870726361317053
2021-11-05,1.3403044770987789
2021-11-06,1.0052283578240842
2021-11-07,0.7539212683680631
2021-11-08,0.5654409512760472
2021-11-09,1.3303307134570355
2021-11-10,2.1956647017594437
2021-11-11,3.042581859652916
2021-11-12,3.1152697280730206
2021-11-13,4.888535629388099
2021-11-14,4.9372350553744075
2021-11-15,4.807092958197472
2021-11-16,3.6053197186481043
2021-11-17,2.703989788986078
2021-11-18,2.0279923417395582
2021-11-19,1.6668275896380018
2021-11-20,2.3334540255618346
2021-11-21,3.041757185838043
2021-11-22,3.9375678893785326
2021-11-23,5.743175917033899
2021-11-24,6.307381937775425
2021-11-25,5.178453119998235
2021-11-26,6.258839839998677
2021-11-27,5.735796546665674
2021-11-28,5.1351807433325884
2021-11-29,5.518052224166108
2021-11-30,5.458539168124581
2021-12-01,6.02098770942677
2021-12-02,6.796990782070077
2021-12-03,6.628993086552558
2021-12-04,4.971744814914418
2021-12-05,3.7288086111858134
2021-12-06,2.7966064583893595
2021-12-07,2.0974548437920193
2021-12-08,1.5730911328440145
2021-12-09,1.1798183496330108
2021-12-10,1.3640304288914247
2021-12-11,3.054272821668569
2021-12-12,5.53028794958476
2021-12-13,6.99146596218857
2021-12-14,6.643599471641428
2021-12-15,7.1806162703977385
2021-12-16,7.531295536131637
2021-12-17,7.648471652098728
2021-12-18,8.309270405740712
2021-12-19,7.867369470972201
2021-12-20,7.077610436562484
2021-12-21,5.308207827421862
2021-12-22,3.981155870566396
2021-12-23,2.985866902924797
2021-12-24,2.406066843860264
2021-12-25,2.7837167995618644
2021-12-26,3.8273709330047314
2021-12-27,3.141361533086882
2021-12-28,4.3060211498151615
2021-12-29,5.500349195694704
2021-12-30,4.406511896771027
2021-12-31,4.065300589244937
2022-01-01,5.1948087752670355
2022-01-02,5.500273248116943
2022-01-03,5.250204936087707
2022-01-04,5.71765370206578
2022-01-05,5.725740276549335
2022-01-06,5.221388540745334
2022-01-07,4.3743747388923335
2022-01-08,5.259947720835917
2022-01-09,4.944960790626937
2022-01-10,5.177470592970203
2022-01-11,3.883102944727652
2022-01-12,2.912327208545739
2022-01-13,2.1842454064093038
2022-01-14,1.6381840548069777
2022-01-15,1.2286380411052331
2022-01-16,0.9214785308289248
2022-01-17,0.6911088981216935
2022-01-18,1.1016650069246035
2022-01-19,1.0658320885267858
2022-01-20,1.0389573997284227
2022-01-21,1.122968049796317
2022-01-22,2.248476037347238
2022-01-23,2.363440361343762
2022-01-24,2.6684136043411546
2022-01-25,2.0013102032558656
2022-01-26,1.5009826524418992
2022-01-27,1.1257369893314242
2022-01-28,1.2401360753319015
2022-01-29,3.221768723165593
2022-01-30,4.051743209040862
2022-01-31,4.767974073447313
2022-02-01,3.5759805550854846
2022-02-02,2.681985416314113
2022-02-03,2.0114890622355848
2022-02-04,1.5086167966766886
2022-02-05,1.1314625975075163
2022-02-06,0.8485969481306372
2022-02-07,0.6364477110979778
2022-02-08,0.4773357833234833
2022-02-09,0.35800183749261244
2022-02-10,0.2685013781194593
2022-02-11,0.5867927002562612
2022-02-12,3.21092785852553
2022-02-13,3.9081958938941477
2022-02-14,4.212396920420611
2022-02-15,4.169297690315458
2022-02-16,5.241556601069927
2022-02-17,4.7957507841357785
2022-02-18,4.378063088101833
2022-02-19,3.283547316076375
2022-02-20,2.462660487057281
2022-02-21,1.8469953652929605
2022-02-22,1.3852465239697203
2022-02-23,1.0389348929772901
2022-02-24,0.7792011697329676
2022-02-25,0.5844008772997257
2022-02-26,0.4383006579747942
2022-02-27,0.32872549348109564
2022-02-28,0.24654412011082172
2022-03-01,0.18490809008311626
2022-03-02,0.1386810675623372
2022-03-03,0.10401080067175289
2022-03-04,0.5571747671704814
2022-03-05,1.1262144087111945
2022-03-06,2.7196608065333963
2022-03-07,4.227245604900047
2022-03-08,5.850434203675035
2022-03-09,6.481575652756277
2022-03-10,6.392431739567208
2022-03-11,5.367240471342072
2022-03-12,4.025430353506554
2022-03-13,3.0190727651299154
2022-03-14,2.2643045738474363
2022-03-15,1.6982284303855772
2022-03-16,1.2736713227891827
2022-03-17,0.9552534920918869
2022-03-18,2.133106785735582
2022-03-19,5.276913422635021
2022-03-20,7.707685066976266
2022-03-21,8.957847133565533
2022-03-22,8.76838535017415
2022-03-23,8.763789012630612
2022-03-24,8.031175092806292
2022-03-25,6.669214652938051
2022-03-26,5.001910989703538
2022-03-27,3.7514332422776535
2022-03-28,2.81357493170824
2022-03-29,3.74018119878118
2022-03-30,3.9926358990858852
2022-03-31,5.431976924314414
2022-04-01,5.344816026569143
2022-04-02,6.112778686593524
2022-04-03,6.06375068161181
2022-04-04,5.5269796778755245
2022-04-05,7.235234758406643
2022-04-06,7.666009402138316
2022-04-07,7.926590384937072
2022-04-08,6.809526122036137
2022-04-09,5.107144591527102
2022-04-10,3.830358443645326
2022-04-11,2.8727688327339944
2022-04-12,3.074576624550496
2022-04-13,5.024682468412872
2022-04-14,6.331011851309655
2022-04-15,6.373258888482241
2022-04-16,6.477860833028348
2022-04-17,5.92089562477126
2022-04-18,6.430255051911779
2022-04-19,4.822691288933833
2022-04-20,3.6170184667003746
2022-04-21,2.7127638500252806
2022-04-22,2.638739554185627
2022-04-23,3.6353046656392207
2022-04-24,4.747311832562749
2022-04-25,5.550067207755395
2022-04-26,4.162550405816546
2022-04-27,3.1219128043624096
2022-04-28,2.3414346032718067
2022-04-29,1.756075952453855
2022-04-30,1.317056964340391
2022-05-01,0.9877927232552932
2022-05-02,0.7408445424414698
2022-05-03,2.909800073497769
2022-05-04,4.755266721789993
2022-05-05,5.045616708009161
2022-05-06,4.784212531006871
2022-05-07,3.588159398255153
2022-05-08,2.6911195486913644
2022-05-09,2.018339661518523
2022-05-10,1.5137547461388923
2022-05-11,1.1353160596041691
2022-05-12,0.8514870447031269
2022-05-13,0.6386152835273451
2022-05-14,0.47896146264550876
2022-05-15,0.3592210969841315
2022-05-16,0.2694158227380986
2022-05-17,0.20206186705357396
2022-05-18,0.15154640029018046
2022-05-19,0.11365980021763535
2022-05-20,0.0852448501632265
2022-05-21,0.06393363762241987
2022-05-22,0.0479502282168149
2022-05-23,0.03596267116261117
2022-05-24,0.026972003371958375
2022-05-25,0.020229002528968778
2022-05-26,0.015171751896726583
2022-05-27,0.011378813922544936
2022-05-28,0.008534110441908702
2022-05-29,0.006400582831431526
2022-05-30,0.004800437123573644
2022-05-31,0.003600327842680233
2022-06-01,0.002700245882010174
2022-06-02,0.0020251844115076302
2022-06-03,0.8661022216419643
2022-06-04,3.232909999564807
2022-06-05,4.383015833006938
2022-06-06,5.32892854142187
2022-06-07,7.876696406066403
2022-06-08,7.8033556378831355
2022-06-09,7.862933395079018
2022-06-10,6.803450046309264
2022-06-11,5.102587534731947
2022-06-12,3.82694065104896
2022-06-13,2.87020548828672
2022-06-14,2.15265411621504
2022-06-15,1.6144905871612798
2022-06-16,1.2108679403709597
2022-06-17,1.4289842886115531
2022-06-18,1.8009048831253316
2022-06-19,2.152761995677332
2022-06-20,3.947904830091333
2022-06-21,2.9609286225684994
2022-06-22,2.2206964669263742
2022-06-23,1.6655223501947807
2022-06-24,2.9366417626460857
2022-06-25,6.567064655317898
2022-06-26,7.446131824821757
2022-06-27,9.522098868616318
2022-06-28,8.091574151462238
2022-06-29,7.870763946930011
2022-06-30,6.850989626864175
2022-07-01,7.336158886814799
2022-07-02,6.4292024984444325
2022-07-03,5.5302352071666565
2022-07-04,5.668509738708325
2022-07-05,4.251382304031243
2022-07-06,3.1885367280234322
2022-07-07,2.391402546017574
2022-07-08,2.4393852428465137
2022-07-09,4.954538932134885
2022-07-10,5.372154199101163
2022-07-11,5.466615649325872
2022-07-12,7.089961736994405
2022-07-13,6.473721302745804
2022-07-14,5.86570764372602
2022-07-15,6.472197399461182
2022-07-16,4.854148049595886
2022-07-17,3.6406110371969143
2022-07-18,2.7304582778976854
2022-07-19,2.047843708423264
2022-07-20,1.5358827813174478
2022-07-21,1.1519120859880858
2022-07-22,1.6868507311577312
2022-07-23,3.4422213817016325
2022-07-24,4.842082702942891
2022-07-25,6.464895360540503
2022-07-26,6.2886715204053765
2022-07-27,4.7165036403040315
2022-07-28,3.5373777302280236
2022-07-29,2.6530332976710174
2022-07-30,1.9897749732532628
2022-07-31,1.492331229939947
2022-08-01,1.1192484224549601
2022-08-02,2.6494363168412205
2022-08-03,5.059993904297582
2022-08-04,5.15957876155652
2022-08-05,5.27593407116739
2022-08-06,5.165283886708875
2022-08-07,5.446879581698322
2022-08-08,6.720576352940409
2022-08-09,5.040432264705306
2022-08-10,3.780324198528979
2022-08-11,2.835243148896734
2022-08-12,5.074349028339217
2022-08-13,7.118261771254414
2022-08-14,10.33869632844081
2022-08-15,12.983188912997274
2022-08-16,9.737391684747955
2022-08-17,7.303043763560966
2022-08-18,5.477282822670724
2022-08-19,4.5767121170030425
2022-08-20,5.599200754418948
2022-08-21,6.834817232480878
2022-08-22,6.886529591027326
2022-08-23,5.164897193270494
2022-08-24,3.87367289495287
2022-08-25,2.905254671214652
2022-08-26,2.178941003410989
2022-08-27,1.6342057525582416
2022-08-28,1.2256543144186811
2022-08-29,0.9192407358140108
2022-08-30,0.689430551860508
2022-08-31,0.5170729138953809
2022-09-01,0.3878046854215357
2022-09-02,0.8846035140661519
2022-09-03,1.6426193022162807
2022-09-04,2.086131143328877
2022-09-05,3.6687650241633247
2022-09-06,6.011573768122494
2022-09-07,6.592013659425204
2022-09-08,7.319010244568903
2022-09-09,6.624674350093344
2022-09-10,5.9060057625700075
2022-09-11,5.669087655260839
2022-09-12,6.28306574144563
2022-09-13,6.472299306084222
2022-09-14,5.541724479563166
2022-09-15,5.395876693005707
2022-09-16,4.786490853087614
2022-09-17,4.24611813981571
2022-09-18,4.82000527152845
2022-09-19,5.167087286979671
2022-09-20,4.635315465234752
2022-09-21,5.643153265592731
2022-09-22,6.263614949194548
2022-09-23,6.020627878562578
2022-09-24,5.411304242255266
2022-09-25,5.7459781816914495
2022-09-26,5.2990669696019195
2022-09-27,4.79430022720144
2022-09-28,5.179058503734413
2022-09-29,4.342627211134142
2022-09-30,5.642387075017273
2022-10-01,4.658873639596287
2022-10-02,4.348321896363882
2022-10-03,5.417491422272911
2022-10-04,5.333118566704683
2022-10-05,4.687338925028512
2022-10-06,4.505087527104717
2022-10-07,5.4308989786618715
2022-10-08,4.7815075673297365
2022-10-09,4.106964008830635
2022-10-10,3.6427230066229765
2022-10-11,4.5020422549672325
2022-10-12,5.689031691225424
2022-10-13,6.5792737684190685
2022-10-14,6.028205326314302
2022-10-15,5.666987328069059
2022-10-16,5.958573829385127
2022-10-17,5.760597038705512
2022-10-18,6.730447779029135
2022-10-19,5.891585834271851
2022-10-20,5.043689375703888
2022-10-21,4.230683698444582
2022-10-22,3.1730127738334364
2022-10-23,2.379759580375077
2022-10-24,1.7848196852813076
2022-10-25,1.8786147639609807
2022-10-26,2.9818777396374023
2022-10-27,4.475991638061386
2022-10-28,4.242410395212706
2022-10-29,4.713057796409529
2022-10-30,5.222293347307146
2022-10-31,5.333386677147026
2022-11-01,4.840040007860269
2022-11-02,4.150863339228535
2022-11-03,4.821480837754734
2022-11-04,4.564027294982718
2022-11-05,3.423020471237038
2022-11-06,2.567265353427778
2022-11-07,1.9254490150708334
2022-11-08,1.9940867613031252
2022-11-09,3.099731737644011
2022-11-10,3.6893821365663415
2022-11-11,3.6420366024247564
2022-11-12,3.3877774518185673
2022-11-13,2.8741664221972587
2022-11-14,2.8535414833146104
2022-11-15,3.210156112485958
2022-11-16,3.8763670843644684
2022-11-17,3.584358646606685
2022-11-18,4.094518984955013
2022-11-19,3.07088923871626
2022-11-20,2.3031669290371948
2022-11-21,1.727375196777896
2022-11-22,1.6455313975834223
2022-11-23,1.6820652148542334
2022-11-24,3.084465577807342
2022-11-25,2.6570991833555064
2022-11-26,2.701157720849963
2022-11-27,2.702951623970806
2022-11-28,2.5688803846447708
2022-11-29,18.706660288483583
2022-11-30,30.759161883029357
2022-12-01,42.31937141227202
