date,Neve
2021-10-29,2.1236742027683437
2021-10-30,2.0198389854095913
2021-10-31,1.9211292390571935
2021-11-01,1.732513595959562
2021-11-02,1.2993851969696713
2021-11-03,0.9745388977272533
2021-11-04,0.7309041732954399
2021-11-05,0.5481781299715799
2021-11-06,0.4111335974786849
2021-11-07,0.30835019810901365
2021-11-08,0.23126264858176024
2021-11-09,0.17344698643632014
2021-11-10,0.1300852398272401
2021-11-11,0.09756392987043007
2021-11-12,0.07317294740282254
2021-11-13,0.054879710552116906
2021-11-14,0.04115978291408767
2021-11-15,0.03086983718556575
2021-11-16,0.02315237788917431
2021-11-17,0.01736428341688073
2021-11-18,0.013023212562660546
2021-11-19,0.7910174094219956
2021-11-20,2.77034639039983
2021-11-21,5.150676459466539
2021-11-22,6.873424011266572
2021-11-23,6.295068008449928
2021-11-24,5.492134339670779
2021-11-25,6.202434088086418
2021-11-26,6.964325566064814
2021-11-27,6.691994174548611
2021-11-28,7.102328964244792
2021-11-29,8.764246723183595
2021-11-30,9.513185042387695
2021-12-01,10.343222115124105
2021-12-02,9.153249919676412
2021-12-03,7.406604106423976
2021-12-04,5.554953079817981
2021-12-05,4.166214809863486
2021-12-06,3.124661107397614
2021-12-07,2.34349583054821
2021-12-08,1.7576218729111575
2021-12-09,1.318216404683368
2021-12-10,5.894912303512527
2021-12-11,11.764934227634397
2021-12-12,14.907034004059131
2021-12-13,14.284442169711015
2021-12-14,13.123331627283262
2021-12-15,10.51958205379578
2021-12-16,9.379269873680167
2021-12-17,7.971952405260125
2021-12-18,7.7185476372784265
2021-12-19,7.674327394625487
2021-12-20,6.495328879302448
2021-12-21,5.6614966594768354
2021-12-22,5.0065391612742935
2021-12-23,4.452821037622386
2021-12-24,3.7458657782167895
2021-12-25,4.465649333662593
2021-12-26,3.8179870002469443
2021-12-27,4.050990250185208
2021-12-28,4.348242687638906
2021-12-29,6.2924320157291795
2021-12-30,6.844324011796885
2021-12-31,6.716576342180997
2022-01-01,6.954098923302415
2022-01-02,7.5176575258101455
2022-01-03,7.315326477690943
2022-01-04,11.736494858268207
2022-01-05,8.802371143701155
2022-01-06,6.601778357775866
2022-01-07,4.951333768331899
2022-01-08,3.7135003262489246
2022-01-09,2.785125244686693
2022-01-10,2.0888439335150197
2022-01-11,3.1187162834695985
2022-01-12,3.943203879268866
2022-01-13,4.519902909451649
2022-01-14,3.56701051542207
2022-01-15,2.6752578865665524
2022-01-16,2.006443414924914
2022-01-17,1.5048325611936855
2022-01-18,2.2486244208952644
2022-01-19,2.592718315671448
2022-01-20,2.3716220700869193
2022-01-21,2.507883219231856
2022-01-22,2.4850790810905585
2022-01-23,2.676309310817919
2022-01-24,3.5176486497801065
2022-01-25,2.6382364873350794
2022-01-26,1.9786773655013095
2022-01-27,1.4840080241259819
2022-01-28,1.1130060180944863
2022-01-29,0.8347545135708647
2022-01-30,0.6260658851781484
2022-01-31,0.46954941388361127
2022-02-01,0.3521620604127084
2022-02-02,0.2641215453095313
2022-02-03,0.19809115898214846
2022-02-04,0.14856836923661132
2022-02-05,0.11142627692745849
2022-02-06,0.08356970769559385
2022-02-07,0.06267728077169539
2022-02-08,0.04700796057877154
2022-02-09,0.03525597043407865
2022-02-10,0.026441977825558988
2022-02-11,0.42608148336916934
2022-02-12,1.4966444458602104
2022-02-13,3.9558166677284916
2022-02-14,3.956445834129702
2022-02-15,5.9073343755972765
2022-02-16,5.753417448364624
2022-02-17,5.783813086273468
2022-02-18,4.567026481371768
2022-02-19,3.4252698610288257
2022-02-20,2.568952395771619
2022-02-21,1.926714296828714
2022-02-22,1.4450357226215353
2022-02-23,1.0837767919661514
2022-02-24,0.8128325939746135
2022-02-25,0.6096244454809601
2022-02-26,0.45721833411072005
2022-02-27,0.34291375058303997
2022-02-28,0.25718531293728
2022-03-01,0.19288898470295998
2022-03-02,0.14466673852721998
2022-03-03,0.10850005389541498
2022-03-04,0.08137504042156123
2022-03-05,0.061031280316170916
2022-03-06,0.04577346023712818
2022-03-07,0.03433009517784613
2022-03-08,0.9424142380500514
2022-03-09,1.790144011870872
2022-03-10,2.8530246755698205
2022-03-11,2.921018506677365
2022-03-12,2.190763880008024
2022-03-13,1.6430729100060177
2022-03-14,1.2323046825045132
2022-03-15,0.9242285118783848
2022-03-16,0.6931713839087885
2022-03-17,0.5198785379315913
2022-03-18,0.4524089034486935
2022-03-19,2.2559733442531873
2022-03-20,2.358646674856557
2022-03-21,1.9981516728090845
2022-03-22,1.4986137546068132
2022-03-23,1.12396031595511
2022-03-24,0.8429702369663324
2022-03-25,0.6322276777247493
2022-03-26,0.4741707582935619
2022-03-27,0.3556280687201714
2022-03-28,0.26672105154012854
2022-03-29,0.2000407886550964
2022-03-30,0.15003059149132228
2022-03-31,0.1125229436184917
2022-04-01,0.08439220771386877
2022-04-02,0.06329415578540157
2022-04-03,0.047470616839051176
2022-04-04,0.03560296262928838
2022-04-05,0.8808688886386331
2022-04-06,2.4314849998123083
2022-04-07,2.8131970831925646
2022-04-08,3.016147812394424
2022-04-09,2.8871108592958175
2022-04-10,3.9257498111385303
2022-04-11,4.881812358353898
2022-04-12,3.6613592687654233
2022-04-13,2.746019451574067
2022-04-14,2.05951458868055
2022-04-15,1.5446359415104125
2022-04-16,1.1584769561328092
2022-04-17,0.8688577170996069
2022-04-18,0.6516432878247052
2022-04-19,0.4887324658685288
2022-04-20,0.36654934940139655
2022-04-21,0.27491201205104737
2022-04-22,0.20618400903828552
2022-04-23,0.15463800677871412
2022-04-24,0.11597850508403558
2022-04-25,0.08698387881302667
2022-04-26,0.06523790910977
2022-04-27,0.04892843183232749
2022-04-28,0.036696323874245616
2022-04-29,0.02752224290568421
2022-04-30,0.020641682179263154
2022-05-01,0.015481261634447364
2022-05-02,0.011610946225835521
2022-05-03,0.00870820966937664
2022-05-04,0.00653115725203248
2022-05-05,0.00489836793902436
2022-05-06,0.0036737759542682697
2022-05-07,0.002755331965701202
2022-05-08,0.0020664989742759012
2022-05-09,0.001549874230706926
2022-05-10,0.0011624056730301943
2022-05-11,0.0008718042547726457
2022-05-12,0.0006538531910794842
2022-05-13,0.0004903898933096131
2022-05-14,0.0003677924199822098
2022-05-15,0.00027584431498665733
2022-05-16,0.000206883236239993
2022-05-17,0.00015516242717999472
2022-05-18,0.00011637182038499604
2022-05-19,8.727886528874701e-05
2022-05-20,0.43756545914896666
2022-05-21,2.5052574276950588
2022-05-22,2.3685264041046272
2022-05-23,1.9638948030784704
2022-05-24,1.4729211023088526
2022-05-25,1.1046908267316393
2022-05-26,0.8285181200487295
2022-05-27,0.621388590036547
2022-05-28,0.46604144252741025
2022-05-29,0.34953108189555765
2022-05-30,0.2621483114216682
2022-05-31,1.4153612335662513
2022-06-01,1.9365209251746887
2022-06-02,2.056557360547683
2022-06-03,2.959084687077429
2022-06-04,3.6047301819747384
2022-06-05,4.557714303147721
2022-06-06,3.720369060694124
2022-06-07,2.790276795520593
2022-06-08,2.0927075966404445
2022-06-09,1.5695306974803334
2022-06-10,1.1771480231102498
2022-06-11,0.8828610173326873
2022-06-12,0.6621457629995153
2022-06-13,0.49660932224963644
2022-06-14,0.3724569916872273
2022-06-15,0.27934274376542045
2022-06-16,0.20950705782406534
2022-06-17,1.230046960034716
2022-06-18,1.9642018866927038
2022-06-19,4.223151415019529
2022-06-20,3.6256968945979797
2022-06-21,2.7192726709484845
2022-06-22,2.0394545032113633
2022-06-23,1.5295908774085225
2022-06-24,1.4284431580563917
2022-06-25,2.904665701875627
2022-06-26,3.636832609740054
2022-06-27,3.435957790638374
2022-06-28,3.766968342978781
2022-06-29,3.2418929239007523
2022-06-30,4.223086359592231
2022-07-01,4.0423147696941735
2022-07-02,4.417152743937296
2022-07-03,4.729531224619639
2022-07-04,4.203398418464729
2022-07-05,4.792548813848546
2022-07-06,3.5944116103864094
2022-07-07,2.6958087077898067
2022-07-08,2.0947731975090216
2022-07-09,2.946079898131766
2022-07-10,3.8866432569321576
2022-07-11,3.467065776032452
2022-07-12,3.040299332024339
2022-07-13,3.7281411656849217
2022-07-14,4.1294392075970245
2022-07-15,3.909579405697768
2022-07-16,3.5467678876066597
2022-07-17,4.951742582371661
2022-07-18,4.567973603445413
2022-07-19,5.1459802025840595
2022-07-20,3.859485151938044
2022-07-21,2.894613863953533
2022-07-22,2.400127064631816
2022-07-23,2.966761965140529
2022-07-24,3.7979881405220635
2022-07-25,3.9734911053915476
2022-07-26,2.9801183290436604
2022-07-27,2.235088746782745
2022-07-28,1.6763165600870589
2022-07-29,1.257237420065294
2022-07-30,0.9429280650489704
2022-07-31,0.7071960487867277
2022-08-01,0.5303970365900458
2022-08-02,1.095714444109201
2022-08-03,1.4155358330819008
2022-08-04,1.957485208144759
2022-08-05,2.3014472394419028
2022-08-06,3.3198354295814276
2022-08-07,2.7711265721860703
2022-08-08,2.5470949291395524
2022-08-09,1.910321196854664
2022-08-10,1.4327408976409979
2022-08-11,1.0745556732307484
2022-08-12,0.8059167549230613
2022-08-13,0.6044375661922958
2022-08-14,0.45332817464422187
2022-08-15,0.33999613098316633
2022-08-16,0.39041376490404145
2022-08-17,2.0428103236780313
2022-08-18,2.7196077427585235
2022-08-19,2.8730391404022257
2022-08-20,2.8526960219683355
2022-08-21,4.004105349809585
2022-08-22,3.513495679023855
2022-08-23,2.635121759267891
2022-08-24,1.976341319450918
2022-08-25,1.4822559895881884
2022-08-26,1.1116919921911412
2022-08-27,0.8337689941433559
2022-08-28,0.6253267456075169
2022-08-29,0.4689950592056376
2022-08-30,0.35174629440422817
2022-08-31,0.2638097208031711
2022-09-01,0.19785729060237833
2022-09-02,0.3150596346184504
2022-09-03,1.6946280592971714
2022-09-04,2.4584710444728786
2022-09-05,3.041769950021326
2022-09-06,2.691327462515994
2022-09-07,2.091412263553662
2022-09-08,2.0685591976652464
2022-09-09,1.8118360649156016
2022-09-10,2.1297103820200345
2022-09-11,1.6181161198483591
2022-09-12,2.567753756552936
2022-09-13,2.075815317414702
2022-09-14,1.8693614880610265
2022-09-15,2.80827111604577
2022-09-16,2.689536670367661
2022-09-17,2.725485836109079
2022-09-18,2.6795310437484754
2022-09-19,2.707564949478023
2022-09-20,3.5606737121085175
2022-09-21,2.816338617414721
2022-09-22,2.778920629727707
2022-09-23,2.8237738056291137
2022-09-24,2.586580354221835
2022-09-25,2.7732685989997097
2022-09-26,2.6841181159164487
2022-09-27,3.6930885869373364
2022-09-28,3.186483106869669
2022-09-29,3.848195663485585
2022-09-30,4.438230080947522
2022-10-01,3.6099225607106415
2022-10-02,2.8949419205329807
2022-10-03,3.181623107066403
2022-10-04,3.086217330299802
2022-10-05,3.345912997724852
2022-10-06,3.0198514149603057
2022-10-07,2.389888561220229
2022-10-08,2.625749754248505
2022-10-09,3.8026456490197122
2022-10-10,4.049900903431451
2022-10-11,3.2274256775735877
2022-10-12,2.837235924846857
2022-10-13,3.721676943635143
2022-10-14,3.749591041059691
2022-10-15,3.780943280794768
2022-10-16,3.4086241272627427
2022-10-17,4.04605142878039
2022-10-18,3.3145385715852926
2022-10-19,3.8504872620223027
2022-10-20,3.2941154465167273
2022-10-21,3.293503251554212
2022-10-22,2.668044105332325
2022-10-23,2.303116412332577
2022-10-24,1.998170642582766
2022-10-25,2.6986279819370744
2022-10-26,3.471887653119473
2022-10-27,3.7393324065062714
2022-10-28,4.075332638213037
2022-10-29,4.504416145326444
2022-10-30,4.7949787756615
2022-10-31,4.0337340817461245
2022-11-01,4.605300561309593
2022-11-02,4.224808754315528
2022-11-03,5.126939899069979
2022-11-04,5.19937159096915
2022-11-05,7.014112026560197
2022-11-06,6.718917353253481
2022-11-07,6.310021348273444
2022-11-08,5.702516011205082
2022-11-09,5.172720341737144
2022-11-10,4.317040256302858
2022-11-11,4.0294468588938095
2022-11-12,4.376251810837024
2022-11-13,5.2509388581277685
2022-11-14,5.854870810262493
2022-11-15,7.081153107696871
2022-11-16,7.10253149743932
2022-11-17,6.243565289746157
2022-11-18,5.547257300642951
2022-11-19,5.212526308815546
2022-11-20,5.128144731611659
2022-11-21,4.91902521537541
2022-11-22,6.219268911531558
2022-11-23,5.935285016982001
2022-11-24,5.691047096069833
2022-11-25,5.455785322052375
2022-11-26,5.414755658205948
2022-11-27,5.863150076987794
2022-11-28,5.532779224407512
2022-11-29,13.339584418305636
2022-11-30,20.21302164706256
2022-12-01,24.15976623529692
