date,autostrada A4
2021-08-17,0.040307058909317905
2021-08-18,0.030230294180629613
2021-08-19,0.022672720634707877
2021-08-20,0.01700454047560097
2021-08-21,0.012753405356458887
2021-08-22,0.00956505401720813
2021-08-23,0.0071737905128295785
2021-08-24,0.0053803428845791415
2021-08-25,0.004035257163410144
2021-08-26,0.0030264428725439896
2021-08-27,0.0022698321544003313
2021-08-28,0.0017023741157959394
2021-08-29,0.0012767805868445308
2021-08-30,0.0009575854401320346
2021-08-31,0.17780152241399894
2021-09-01,1.5708511418138462
2021-09-02,1.8031383563608032
2021-09-03,2.9669371006055085
2021-09-04,2.2252028254533793
2021-09-05,1.6689021190896114
2021-09-06,1.2516765893169706
2021-09-07,0.9387574419875941
2021-09-08,0.7040680814906203
2021-09-09,0.5280510611179229
2021-09-10,0.3960382958384183
2021-09-11,0.2970287218788003
2021-09-12,0.2227715414090927
2021-09-13,0.16707865605681527
2021-09-14,0.12530899204260906
2021-09-15,0.09398174403195546
2021-09-16,0.07048630802396584
2021-09-17,0.052864731017973954
2021-09-18,0.03964854826348022
2021-09-19,0.02973641119761003
2021-09-20,0.022302308398207446
2021-09-21,0.016726731298655543
2021-09-22,0.012545048473991634
2021-09-23,0.009408786355493711
2021-09-24,0.007056589766620276
2021-09-25,0.005292442324965203
2021-09-26,0.0039693317437239
2021-09-27,0.0029769988077929235
2021-09-28,0.002232749105844692
2021-09-29,0.0016745618293835184
2021-09-30,0.0012559213720376384
2021-10-01,0.06344194102902825
2021-10-02,0.5996647891051048
2021-10-03,0.4497485918288286
2021-10-04,2.149811443871622
2021-10-05,22.86235858290372
2021-10-06,17.14676893717779
2021-10-07,12.860076702883342
2021-10-08,9.645057527162505
2021-10-09,7.2337931453718785
2021-10-10,5.425344859028908
2021-10-11,4.069008644271681
2021-10-12,4.291339816537094
2021-10-13,3.4893381957361536
2021-10-14,3.408670313468782
2021-10-15,3.3273360684349202
2021-10-16,2.6309187179928566
2021-10-17,2.4315223718279757
2021-10-18,2.9590584455376487
2021-10-19,2.679293834153236
2021-10-20,4.009470375614927
2021-10-21,3.9966861150445285
2021-10-22,3.2370979196167298
2021-10-23,2.615323439712547
2021-10-24,4.5552425797844105
2021-10-25,3.9580986015049744
2021-10-26,3.058573951128731
2021-10-27,2.5855971300132143
2021-10-28,3.5537811808432442
2021-10-29,2.727835885632433
2021-10-30,4.472960247557658
2021-10-31,4.958886852334911
2021-11-01,6.739998472584517
2021-11-02,5.054998854438387
2021-11-03,3.79124914082879
2021-11-04,2.8434368556215923
2021-11-05,2.132577641716194
2021-11-06,1.5994332312871453
2021-11-07,1.1995749234653588
2021-11-08,0.899681192599019
2021-11-09,1.060177561115931
2021-11-10,0.8367998375036149
2021-11-11,1.9400998781277115
2021-11-12,2.6946582419291167
2021-11-13,2.3959936814468374
2021-11-14,2.2136619277517946
2021-11-15,2.3269131124805127
2021-11-16,1.7451848343603844
2021-11-17,1.308888625770288
2021-11-18,0.981666469327716
2021-11-19,0.8195831853291203
2021-11-20,1.3230207223301738
2021-11-21,1.565182208414297
2021-11-22,3.1634699896440566
2021-11-23,2.592602492233042
2021-11-24,3.173618535841449
2021-11-25,2.598963901881086
2021-11-26,3.261722926410815
2021-11-27,4.612958861474778
2021-11-28,4.6576358127727495
2021-11-29,4.149476859579562
2021-11-30,4.322107644684672
2021-12-01,3.9603307335135036
2021-12-02,4.022331383468461
2021-12-03,4.329248537601345
2021-12-04,3.246936403201009
2021-12-05,2.4352023024007563
2021-12-06,1.8264017268005672
2021-12-07,1.3698012951004253
2021-12-08,1.0273509713253188
2021-12-09,0.7705132284939891
2021-12-10,0.6403849213704917
2021-12-11,2.105288691027869
2021-12-12,1.6206331849375684
2021-12-13,1.7050582220365096
2021-12-14,2.6087936665273825
2021-12-15,2.3107619165622033
2021-12-16,1.8789047707549857
2021-12-17,1.6591785780662394
2021-12-18,2.0360506002163463
2021-12-19,2.0687046168289265
2021-12-20,1.7806951292883615
2021-12-21,3.0455213469662716
2021-12-22,2.5028910102247033
2021-12-23,2.4605015910018606
2021-12-24,2.1162095265847287
2021-12-25,2.4309071449385464
2021-12-26,2.875263692037243
2021-12-27,3.583531102361266
2021-12-28,3.2076483267709497
2021-12-29,2.8015695784115455
2021-12-30,2.7157605171419923
2021-12-31,3.807653721189828
2022-01-01,4.1994902908923715
2022-01-02,4.410034384835945
2022-01-03,4.099192455293625
2022-01-04,3.424394341470219
2022-01-05,3.0682957561026645
2022-01-06,4.405388483743665
2022-01-07,3.824874696141082
2022-01-08,2.9832393554391445
2022-01-09,3.122846183246025
2022-01-10,3.029634637434519
2022-01-11,3.5122259780758895
2022-01-12,3.009169483556917
2022-01-13,3.913127112667688
2022-01-14,3.684845334500766
2022-01-15,2.763634000875574
2022-01-16,2.0727255006566803
2022-01-17,1.55454412549251
2022-01-18,1.1659080941193825
2022-01-19,0.8744310705895368
2022-01-20,0.6558233029421525
2022-01-21,0.49186747720661433
2022-01-22,0.3689006079049607
2022-01-23,0.2766754559287205
2022-01-24,0.20750659194654036
2022-01-25,0.15562994395990526
2022-01-26,0.11672245796992894
2022-01-27,0.0875418434774467
2022-01-28,0.9302397159414186
2022-01-29,1.135179786956064
2022-01-30,2.6847181735503813
2022-01-31,2.8468719634961195
2022-02-01,2.1351539726220894
2022-02-02,1.601365479466567
2022-02-03,1.2010241095999252
2022-02-04,0.9007680821999439
2022-02-05,0.6755760616499578
2022-02-06,0.5066820462374683
2022-02-07,0.38001153467810117
2022-02-08,0.28500865100857586
2022-02-09,0.2137564882564319
2022-02-10,0.1603173661923239
2022-02-11,0.12023802464424291
2022-02-12,0.09017851848318217
2022-02-13,0.06763388886238662
2022-02-14,0.050725416646789964
2022-02-15,0.16304406248509248
2022-02-16,1.6431163801971531
2022-02-17,2.169837285147865
2022-02-18,2.023211297194232
2022-02-19,1.517408472895674
2022-02-20,1.1380563546717555
2022-02-21,0.8535422660038166
2022-02-22,0.6401566995028624
2022-02-23,0.48011752462714674
2022-02-24,0.36008814347036
2022-02-25,0.27006610760277
2022-02-26,0.2025495807020775
2022-02-27,0.1519121855265581
2022-02-28,0.11393413914491858
2022-03-01,0.08545060435868893
2022-03-02,0.06408795326901669
2022-03-03,0.04806596495176251
2022-03-04,0.10896614038048857
2022-03-05,0.38380793861869983
2022-03-06,1.579522620630692
2022-03-07,2.7054752988063524
2022-03-08,2.199106474104764
2022-03-09,2.8159965222452397
2022-03-10,3.17449739168393
2022-03-11,2.9642063770962808
2022-03-12,2.2231547828222102
2022-03-13,1.6673660871166576
2022-03-14,1.250524565337493
2022-03-15,0.9378934240031197
2022-03-16,0.7034200680023397
2022-03-17,0.5275650510017548
2022-03-18,0.39567378825131605
2022-03-19,0.296755341188487
2022-03-20,0.22256650589136526
2022-03-21,0.1669248794185239
2022-03-22,1.0001936595638932
2022-03-23,0.9897285780062532
2022-03-24,2.11729643350469
2022-03-25,3.171305658461851
2022-03-26,2.378479243846388
2022-03-27,1.783859432884791
2022-03-28,1.337894574663593
2022-03-29,1.0034209309976947
2022-03-30,0.752565698248271
2022-03-31,0.5644242736862032
2022-04-01,0.42331820526465236
2022-04-02,0.31748865394848924
2022-04-03,0.2381164904613669
2022-04-04,0.17858736784602516
2022-04-05,0.13394052588451885
2022-04-06,0.10045539441338913
2022-04-07,0.07534154581004184
2022-04-08,0.05650615935753137
2022-04-09,0.042379619518148524
2022-04-10,0.03178471463861139
2022-04-11,0.023838535978958544
2022-04-12,0.017878901984218907
2022-04-13,0.01340917648816418
2022-04-14,0.010056882366123133
2022-04-15,0.0075426617745923494
2022-04-16,0.005656996330944262
2022-04-17,0.004242747248208196
2022-04-18,0.003182060436156147
2022-04-19,0.0023865453271171098
2022-04-20,0.0017899089953378323
2022-04-21,0.0013424317465033741
2022-04-22,0.05309015714321088
2022-04-23,0.6127342845240749
2022-04-24,0.8137173800597229
2022-04-25,2.183204701711459
2022-04-26,1.6374035262835942
2022-04-27,1.2280526447126956
2022-04-28,0.9210394835345217
2022-04-29,0.6907796126508912
2022-04-30,0.5180847094881683
2022-05-01,0.3885635321161262
2022-05-02,0.29142264908709464
2022-05-03,0.21856698681532097
2022-05-04,0.1639252401114907
2022-05-05,0.12294393008361802
2022-05-06,0.0922079475627135
2022-05-07,0.06915596067203512
2022-05-08,0.05186697050402634
2022-05-09,0.03890022787801975
2022-05-10,1.9979251709085153
2022-05-11,2.8421938781813867
2022-05-12,2.7358120753027064
2022-05-13,2.8643590564770296
2022-05-14,2.148269292357772
2022-05-15,1.611201969268329
2022-05-16,1.2084014769512466
2022-05-17,0.9063011077134349
2022-05-18,0.6797258307850761
2022-05-19,0.509794373088807
2022-05-20,0.39276244648327197
2022-05-21,0.7529051681957875
2022-05-22,0.6584288761468405
2022-05-23,0.9000716571101305
2022-05-24,2.6750537428325982
2022-05-25,2.0062903071244484
2022-05-26,1.5047177303433363
2022-05-27,1.1806216310908353
2022-05-28,1.2604662233181265
2022-05-29,0.9661830008219282
2022-05-30,2.3079705839497797
2022-05-31,2.530977937962335
2022-06-01,1.929483453471751
2022-06-02,3.1762792567704805
2022-06-03,2.66345944257786
2022-06-04,2.580927915266728
2022-06-05,2.529445936450046
2022-06-06,2.2304177856708676
2022-06-07,3.4328133392531512
2022-06-08,2.8662766711065295
2022-06-09,2.337207503329897
2022-06-10,2.5758222941640896
2022-06-11,1.931866720623067
2022-06-12,1.4489000404673
2022-06-13,1.0866750303504749
2022-06-14,0.8150062727628561
2022-06-15,0.611254704572142
2022-06-16,0.4584410284291065
2022-06-17,0.5104974379884966
2022-06-18,0.46620641182470574
2022-06-19,0.5788214755351959
2022-06-20,1.975782773318064
2022-06-21,1.4818370799885479
2022-06-22,1.111377809991411
2022-06-23,0.8335333574935582
2022-06-24,0.7918166847868353
2022-06-25,1.3230291802567933
2022-06-26,1.8047718851925951
2022-06-27,2.645245580561113
2022-06-28,2.2839341854208346
2022-06-29,2.806700639065626
2022-06-30,3.01127547929922
2022-07-01,2.9876232761410813
2022-07-02,3.876134123772478
2022-07-03,3.1987672594960253
2022-07-04,2.544908777955352
2022-07-05,1.9086815834665138
2022-07-06,1.4315111875998852
2022-07-07,1.0736333906999138
2022-07-08,0.971891709691602
2022-07-09,1.9580854489353685
2022-07-10,3.9893974200348605
2022-07-11,3.814964731692812
2022-07-12,3.7312235487696093
2022-07-13,4.433834328243874
2022-07-14,3.596209079516239
2022-07-15,3.6554901429705127
2022-07-16,5.033284273894551
2022-07-17,4.556213205420913
2022-07-18,5.125493237399017
2022-07-19,3.844119928049263
2022-07-20,2.8830899460369466
2022-07-21,2.16231745952771
2022-07-22,1.7988214279791157
2022-07-23,1.5157827376510036
2022-07-24,1.8243370532382528
2022-07-25,3.3578361232620235
2022-07-26,3.0083770924465174
2022-07-27,3.1729494860015546
2022-07-28,4.285962114501166
2022-07-29,4.526971585875875
2022-07-30,3.3952286894069057
2022-07-31,2.546421517055179
2022-08-01,1.9098161377913843
2022-08-02,2.2723621033435384
2022-08-03,4.7251049108409875
2022-08-04,4.241745349797407
2022-08-05,5.160475679014722
2022-08-06,4.776606759261041
2022-08-07,4.353288402779114
2022-08-08,3.692049635417669
2022-08-09,4.389037226563252
2022-08-10,3.291777919922439
2022-08-11,2.468833439941829
2022-08-12,2.059958413289705
2022-08-13,1.9824688099672787
2022-08-14,1.6639349408087922
2022-08-15,1.945867872273261
2022-08-16,1.9294009042049458
2022-08-17,3.88455067815371
2022-08-18,4.777996341948616
2022-08-19,5.864747256461462
2022-08-20,4.398560442346096
2022-08-21,3.5280869984262386
2022-08-22,3.521065248819679
2022-08-23,2.640798936614759
2022-08-24,1.980599202461069
2022-08-25,1.4854494018458015
2022-08-26,1.114087051384351
2022-08-27,0.8355652885382633
2022-08-28,0.6266739664036974
2022-08-29,0.47000547480277305
2022-08-30,0.3525041061020797
2022-08-31,0.2643780795765598
2022-09-01,0.19828355968241984
2022-09-02,0.14871266976181485
2022-09-03,2.121951168988028
2022-09-04,2.893546710074354
2022-09-05,2.4722433658890988
2022-09-06,2.174182524416824
2022-09-07,1.7452202266459511
2022-09-08,2.4964151699844632
2022-09-09,2.4556447108216806
2022-09-10,2.945900199782927
2022-09-11,3.074008483170529
2022-09-12,3.88883969571123
2022-09-13,3.426629771783422
2022-09-14,3.861638995504234
2022-09-15,4.031645913294843
2022-09-16,4.221651101637798
2022-09-17,3.2599883262283487
2022-09-18,2.778324578004595
2022-09-19,3.3441601001701136
2022-09-20,3.8681200751275853
2022-09-21,3.4844233896790224
2022-09-22,2.7695675422592667
2022-09-23,2.4938423233611164
2022-09-24,3.0891317425208378
2022-09-25,4.462682140223962
2022-09-26,3.513678271834638
2022-09-27,2.805258703875978
2022-09-28,2.95811069457365
2022-09-29,2.9581663542635708
2022-09-30,3.479041432364345
2022-10-01,2.838447740939925
2022-10-02,3.316335805704944
2022-10-03,2.487251854278708
2022-10-04,4.3054388907090315
2022-10-05,3.61449583469844
2022-10-06,2.940038542690496
2022-10-07,4.163362240351206
2022-10-08,3.8204383469300707
2022-10-09,3.4278287601975532
2022-10-10,3.0917049034814985
2022-10-11,2.4287786776111235
2022-10-12,1.8424173415416758
2022-10-13,2.3922296728229235
2022-10-14,3.3150055879505262
2022-10-15,2.6737541909628946
2022-10-16,2.265732309888837
2022-10-17,1.8867992324166278
2022-10-18,3.0050994243124713
2022-10-19,2.410074568234353
2022-10-20,2.5783892595090983
2022-10-21,2.19420861129849
2022-10-22,2.062323125140534
2022-10-23,2.838409010522067
2022-10-24,3.410056757891551
2022-10-25,3.0475425684186632
2022-10-26,4.566906926313997
2022-10-27,4.029346861402165
2022-10-28,3.074093479384957
2022-10-29,2.440986776205384
2022-10-30,1.893240082154038
2022-10-31,1.4511800616155284
2022-11-01,1.0883850462116462
2022-11-02,0.8162887846587347
2022-11-03,0.6122165884940509
2022-11-04,0.4591624413705382
2022-11-05,0.3443718310279036
2022-11-06,0.2582788732709277
2022-11-07,0.19370915495319577
2022-11-08,1.0411151995482304
2022-11-09,0.9266697329945062
2022-11-10,1.3929189664125463
2022-11-11,3.367605891476077
2022-11-12,2.5882044186070576
2022-11-13,2.4307366472886263
2022-11-14,1.9063858187998028
2022-11-15,1.5597893640998524
2022-11-16,3.1698420230748896
2022-11-17,3.4919648506395005
2022-11-18,3.7752236379796256
2022-11-19,2.831417728484719
2022-11-20,2.7693966296968724
2022-11-21,3.399964138939321
2022-11-22,2.5499731042044904
2022-11-23,1.9124798281533677
2022-11-24,1.4343598711150256
2022-11-25,1.075769903336269
2022-11-26,0.8068274275022018
2022-11-27,0.6051205706266513
2022-11-28,0.4538404279699884
2022-11-29,0.7674636543108247
2022-11-30,1.5651810740664522
2022-12-01,1.1738858055498391
